,ID,Description,human_SYMBOL,human_log2FoldChange,human_padj,human_sig,mouse_SYMBOL,mouse_log2FoldChange,mouse_padj,mouse_sig,sig
636,hsa00983,Drug metabolism - other enzymes,UCKL1,0.994367588,0.083869016,none,Uckl1,0.74924953,0.108229939,none,none
637,hsa00983,Drug metabolism - other enzymes,TK2,-2.73285909,0.059727015,none,Tk2,0.450798175,0.557971772,none,none
638,hsa00983,Drug metabolism - other enzymes,TK1,1.777202725,4.67E-05,up,Tk1,2.556429018,1.49E-18,up,same
639,hsa00983,Drug metabolism - other enzymes,UMPS,3.334648268,1.06E-10,up,Umps,1.709496655,1.21E-11,up,same
640,hsa00983,Drug metabolism - other enzymes,CMPK1,0.856243126,0.103201873,none,Cmpk1,0.189250592,0.585208052,none,none
641,hsa00983,Drug metabolism - other enzymes,RRM1,1.661165537,0.000124529,up,Rrm1,1.981884926,1.71E-23,up,same
642,hsa00983,Drug metabolism - other enzymes,RRM2B,0.057239481,0.922879849,none,Rrm2b,-5.305807246,5.29E-135,down,none
643,hsa00983,Drug metabolism - other enzymes,RRM2,-0.503300394,0.289548282,none,Rrm2,1.240093387,2.43E-11,none,none
644,hsa00983,Drug metabolism - other enzymes,NME6,1.475413125,0.004419242,none,Nme6,0.841197151,0.061749368,none,none
645,hsa00983,Drug metabolism - other enzymes,NME7,1.00506849,0.216994462,none,Nme7,-0.180430454,0.70024672,none,none
646,hsa00983,Drug metabolism - other enzymes,NME2,3.464026764,0.000477298,up,Nme2,1.31264189,0.086128075,none,none
647,hsa00983,Drug metabolism - other enzymes,NME4,2.356499889,2.72E-06,up,Nme4,4.280871866,2.77E-18,up,same
648,hsa00983,Drug metabolism - other enzymes,NME1,4.34664673,1.51E-24,up,Nme1,3.793695512,2.24E-42,up,same
649,hsa00983,Drug metabolism - other enzymes,DUT,1.594664466,0.000150875,up,Dut,-0.125538429,0.686574234,none,none
650,hsa00983,Drug metabolism - other enzymes,MPO,0.545642603,NA,none,Mpo,-5.925840464,0.017551145,down,none
651,hsa00983,Drug metabolism - other enzymes,NAT2,-7.593043765,0.000433419,down,Nat1,6.566945431,3.82E-06,up,diff
652,hsa00983,Drug metabolism - other enzymes,NAT1,3.104001003,7.78E-07,up,Nat2,2.993174728,0.000452838,up,same
653,hsa00983,Drug metabolism - other enzymes,GSTO2,1.151659275,0.445660584,none,Gsto2,-5.508894191,7.41E-10,down,none
654,hsa00983,Drug metabolism - other enzymes,GSTM4,4.491943732,0.023452315,up,Gstm4,6.198487988,0.000169744,up,same
655,hsa00983,Drug metabolism - other enzymes,GSTM3,-1.849770837,0.000823524,down,Gstm5,-4.596311143,1.52E-06,down,same
656,hsa00983,Drug metabolism - other enzymes,MGST1,1.225624984,0.160898734,none,Mgst1,-5.617827689,0.023937269,down,none
657,hsa00983,Drug metabolism - other enzymes,MGST3,2.462971322,1.88E-07,up,Mgst3,-4.303963364,1.12E-16,down,diff
658,hsa00983,Drug metabolism - other enzymes,GSTM1,-2.484531716,NA,NA,Gstm2,4.985511166,0.022680968,up,NA
659,hsa00983,Drug metabolism - other enzymes,GSTM5,-1.560880909,NA,NA,Gstm1,3.004304567,3.04E-06,up,NA
660,hsa00983,Drug metabolism - other enzymes,MGST2,-1.530945423,0.006972071,down,Mgst2,7.51233215,1.24E-10,up,diff
661,hsa00983,Drug metabolism - other enzymes,GSTM2,-5.499398998,0.093928612,none,Gstm7,2.899938642,0.139603029,none,none
662,hsa00983,Drug metabolism - other enzymes,GSTA3,1.20517124,0.387205985,none,Gsta3,2.158050412,0.052388437,none,none
663,hsa00983,Drug metabolism - other enzymes,GSTO1,4.90580439,5.37E-18,up,Gsto1,4.635442205,2.81E-30,up,same
664,hsa00983,Drug metabolism - other enzymes,GSTT2B,2.399079017,NA,NA,Gstt2,0.879111843,0.32622926,none,none
665,hsa00983,Drug metabolism - other enzymes,GSTP1,5.795487297,1.83E-51,up,Gstp1,2.882124918,6.37E-10,up,same
666,hsa00983,Drug metabolism - other enzymes,GSTP1,5.795487297,1.83E-51,up,Gstp2,3.420960728,6.83E-17,up,same
667,hsa00030,Pentose phosphate pathway,GPI,3.030878781,7.86E-14,up,Gpi1,2.38045608,2.20E-08,up,same
668,hsa00030,Pentose phosphate pathway,G6PD,0.827699707,0.475124078,none,G6pdx,-3.21931336,6.65E-28,down,none
669,hsa00030,Pentose phosphate pathway,PGLS,2.570444716,8.28E-06,up,Pgls,4.734869983,1.08E-09,up,same
670,hsa00030,Pentose phosphate pathway,H6PD,-3.216656536,0.011349569,down,H6pd,4.215645602,7.63E-11,up,diff
671,hsa00030,Pentose phosphate pathway,PGD,2.522050668,1.91E-08,up,Pgd,1.844591546,1.13E-25,up,same
672,hsa00030,Pentose phosphate pathway,RPE,2.185255091,1.68E-06,up,Rpe,0.129647403,0.748754909,none,none
673,hsa00030,Pentose phosphate pathway,TKT,1.427305505,0.013768478,none,Tkt,4.511201096,1.90E-52,up,none
674,hsa00030,Pentose phosphate pathway,TKTL1,2.895731064,1.92E-06,up,Tktl1,-3.457569062,7.60E-14,down,diff
675,hsa00030,Pentose phosphate pathway,TALDO1,1.956353234,5.64E-06,up,Taldo1,1.583137116,3.35E-10,up,same
676,hsa00030,Pentose phosphate pathway,RPIA,-1.512060081,0.001669737,down,Rpia,-0.291553997,0.232885943,none,none
677,hsa00030,Pentose phosphate pathway,SHPK,1.064140062,0.126078325,none,Shpk,2.450008504,0.038858935,up,none
678,hsa00030,Pentose phosphate pathway,DERA,1.544409441,0.001601602,up,Dera,5.803523741,1.50E-18,up,same
679,hsa00030,Pentose phosphate pathway,RBKS,3.003862868,0.007368925,up,Rbks,3.73349309,3.44E-06,up,same
680,hsa00030,Pentose phosphate pathway,PGM1,2.661440347,1.76E-05,up,Pgm2,2.020515999,2.05E-07,up,same
681,hsa00030,Pentose phosphate pathway,PGM2,4.397619812,2.10E-24,up,Pgm1,2.823430887,5.98E-05,up,same
682,hsa00030,Pentose phosphate pathway,PRPS2,1.963677479,0.000629486,up,Prps2,0.991917528,0.285797251,none,none
683,hsa00030,Pentose phosphate pathway,PRPS1,0.549126959,0.379253952,none,Prps1,-0.836913502,0.011874667,none,none
684,hsa00030,Pentose phosphate pathway,RGN,6.176291245,0.038692819,up,Rgn,-3.201489418,0.006944611,down,diff
685,hsa00030,Pentose phosphate pathway,IDNK,1.30085387,0.635626957,none,Idnk,1.708164746,0.005679252,up,none
686,hsa00030,Pentose phosphate pathway,GLYCTK,-0.769037809,0.565731454,none,Glyctk,0.263169098,0.91968002,none,none
687,hsa00030,Pentose phosphate pathway,ALDOC,0.239408509,0.741256698,none,Aldoc,-0.230340068,0.841075806,none,none
688,hsa00030,Pentose phosphate pathway,ALDOA,0.115900881,0.895055088,none,Aldoa,3.365743951,2.24E-21,up,none
689,hsa00030,Pentose phosphate pathway,ALDOB,-3.894244249,NA,NA,Aldob,-5.090188256,0.191735857,none,none
690,hsa00030,Pentose phosphate pathway,FBP1,8.065719916,5.63E-06,up,Fbp1,0.445557309,0.543234675,none,none
691,hsa00030,Pentose phosphate pathway,FBP2,-7.114400202,0.0020721,down,Fbp2,9.641742596,1.70E-98,up,diff
692,hsa00030,Pentose phosphate pathway,PFKM,0.394992603,0.665217804,none,Pfkm,0.012094612,0.991532056,none,none
693,hsa00030,Pentose phosphate pathway,PFKP,0.953242605,0.032933177,none,Pfkp,-1.622529397,0.031860153,down,none
694,hsa00030,Pentose phosphate pathway,PFKL,3.199926408,4.34E-08,up,Pfkl,-1.456037812,0.023733275,none,none
695,hsa00410,beta-Alanine metabolism,GADL1,-6.450608938,0.013686069,down,Gadl1,-4.324535706,0.26996407,none,none
696,hsa00410,beta-Alanine metabolism,CSAD,2.81975566,0.003898223,up,Csad,0.086597365,0.909913303,none,none
697,hsa00410,beta-Alanine metabolism,GAD1,-0.839995466,0.405783576,none,Gad1,-5.181681729,0.060560471,none,none
698,hsa00410,beta-Alanine metabolism,GAD2,-5.636270979,0.12602727,none,Gad2,-8.974725315,3.08E-14,down,none
699,hsa00410,beta-Alanine metabolism,CNDP1,1.006605137,0.588710691,none,Cndp1,-3.371806027,0.00436722,down,none
700,hsa00410,beta-Alanine metabolism,CARNS1,-4.308028356,NA,NA,Carns1,-2.656764419,0.053611704,none,none
701,hsa00410,beta-Alanine metabolism,CNDP2,3.387351399,1.35E-09,up,Cndp2,4.223257238,3.24E-56,up,same
702,hsa00410,beta-Alanine metabolism,ABAT,-2.101502514,0.011169663,down,Abat,-2.496291284,2.65E-06,down,same
703,hsa00410,beta-Alanine metabolism,SMOX,-2.076569444,4.97E-06,down,Smox,-3.025794726,7.17E-08,down,same
704,hsa00410,beta-Alanine metabolism,AOC3,0.371145297,0.809258317,none,Aoc3,-3.830867932,0.105812745,none,none
705,hsa00410,beta-Alanine metabolism,AOC2,0.765622794,0.43947638,none,Aoc2,-3.14739752,0.00188231,down,none
706,hsa00410,beta-Alanine metabolism,ALDH2,3.622725091,4.44E-14,up,Aldh2,0.896156031,0.038757786,none,none
707,hsa00410,beta-Alanine metabolism,ALDH3A2,3.403652778,3.27E-08,up,Aldh3a2,1.930358055,2.79E-09,up,same
708,hsa00410,beta-Alanine metabolism,ALDH1B1,3.463939794,3.66E-07,up,Aldh1b1,0.276528136,0.863176211,none,none
709,hsa00410,beta-Alanine metabolism,ALDH7A1,-0.072553099,0.91286917,none,Aldh7a1,-1.211194829,0.017198096,none,none
710,hsa00410,beta-Alanine metabolism,ALDH9A1,-0.540947595,0.349528094,none,Aldh9a1,-1.121353895,1.10E-09,none,none
711,hsa00410,beta-Alanine metabolism,ALDH3B1,-4.951471592,0.053437153,none,Aldh3b1,1.693667056,0.308001295,none,none
712,hsa00410,beta-Alanine metabolism,ALDH3A1,-1.744019583,0.583481788,none,Aldh3a1,2.940437202,NA,NA,none
713,hsa00410,beta-Alanine metabolism,DPYS,-7.353734791,0.000624624,down,Dpys,-6.96768484,4.60E-06,down,same
714,hsa00410,beta-Alanine metabolism,UPB1,-4.639543197,0.001117699,down,Upb1,-4.794848369,0.108059211,none,none
715,hsa00410,beta-Alanine metabolism,HIBCH,1.511045588,0.003725201,up,Hibch,4.141436364,1.99E-16,up,same
716,hsa00410,beta-Alanine metabolism,HADHA,2.179724804,8.64E-07,up,Hadha,2.994083537,4.62E-33,up,same
717,hsa00410,beta-Alanine metabolism,EHHADH,2.459332727,0.113693428,none,Ehhadh,-3.353750454,0.028491528,down,none
718,hsa00410,beta-Alanine metabolism,ECHS1,3.171617256,5.93E-15,up,Echs1,1.386618501,2.99E-06,none,none
719,hsa00410,beta-Alanine metabolism,ACADS,3.06925798,8.35E-09,up,Acads,2.302161972,0.000123673,up,same
720,hsa00410,beta-Alanine metabolism,ACOX3,0.032151279,0.968241557,none,Acox3,-1.290938577,0.026947698,none,none
721,hsa00410,beta-Alanine metabolism,ACOX1,3.568963795,1.71E-12,up,Acox1,-0.443847323,0.069349277,none,none
722,hsa00410,beta-Alanine metabolism,MLYCD,-0.110468305,0.91283325,none,Mlycd,2.214170328,0.042923162,up,none
723,hsa00410,beta-Alanine metabolism,ALDH6A1,2.275734775,0.001404481,up,Aldh6a1,-0.546440587,0.241891765,none,none
724,hsa00640,Propanoate metabolism,ACSS1,-5.203206651,0.071027071,none,Acss1,6.288092605,1.28E-14,up,none
725,hsa00640,Propanoate metabolism,ACSS2,0.019473778,0.981866931,none,Acss2,2.594141733,7.79E-05,up,none
726,hsa00640,Propanoate metabolism,ACSS3,-1.140290231,0.368858778,none,Acss3,-3.973884251,NA,NA,none
727,hsa00640,Propanoate metabolism,BCKDHA,0.706169995,0.847540192,none,Bckdha,-3.414360394,NA,NA,none
728,hsa00640,Propanoate metabolism,BCKDHB,-0.913297142,0.296123981,none,Bckdhb,2.407073378,3.20E-09,up,none
729,hsa00640,Propanoate metabolism,DBT,-0.728392183,0.247880666,none,Dbt,0.772510753,0.022430593,none,none
730,hsa00640,Propanoate metabolism,DLD,2.672763523,7.19E-08,up,Dld,1.53124752,6.13E-06,up,same
731,hsa00640,Propanoate metabolism,ACADS,3.06925798,8.35E-09,up,Acads,2.302161972,0.000123673,up,same
732,hsa00640,Propanoate metabolism,ACOX3,0.032151279,0.968241557,none,Acox3,-1.290938577,0.026947698,none,none
733,hsa00640,Propanoate metabolism,ACOX1,3.568963795,1.71E-12,up,Acox1,-0.443847323,0.069349277,none,none
734,hsa00640,Propanoate metabolism,HADHA,2.179724804,8.64E-07,up,Hadha,2.994083537,4.62E-33,up,same
735,hsa00640,Propanoate metabolism,EHHADH,2.459332727,0.113693428,none,Ehhadh,-3.353750454,0.028491528,down,none
736,hsa00640,Propanoate metabolism,ECHS1,3.171617256,5.93E-15,up,Echs1,1.386618501,2.99E-06,none,none
737,hsa00640,Propanoate metabolism,HIBCH,1.511045588,0.003725201,up,Hibch,4.141436364,1.99E-16,up,same
738,hsa00640,Propanoate metabolism,ACACA,0.191200052,0.762496713,none,Acaca,1.92815557,1.98E-06,up,none
739,hsa00640,Propanoate metabolism,ACACB,-1.728262928,0.188187878,none,Acacb,-0.386383954,0.16004308,none,none
740,hsa00640,Propanoate metabolism,MLYCD,-0.110468305,0.91283325,none,Mlycd,2.214170328,0.042923162,up,none
741,hsa00640,Propanoate metabolism,ABAT,-2.101502514,0.011169663,down,Abat,-2.496291284,2.65E-06,down,same
742,hsa00640,Propanoate metabolism,PCCA,1.966825059,0.000961101,up,Pcca,0.409766572,0.316702645,none,none
743,hsa00640,Propanoate metabolism,PCCB,1.454162033,0.002694749,none,Pccb,0.913576032,0.005590486,none,none
744,hsa00640,Propanoate metabolism,ECHDC1,2.036066956,3.26E-05,up,Echdc1,-0.170642003,0.909724137,none,none
745,hsa00640,Propanoate metabolism,MCEE,2.020472848,0.013991634,up,Mcee,1.430760268,0.106656231,none,none
746,hsa00640,Propanoate metabolism,SUCLG1,3.57117435,8.66E-10,up,Suclg1,6.571492407,6.48E-55,up,same
747,hsa00640,Propanoate metabolism,SUCLG2,2.21238057,0.000313859,up,Suclg2,0.371606256,0.09379974,none,none
748,hsa00640,Propanoate metabolism,SUCLA2,3.99244862,2.44E-20,up,Sucla2,2.190855455,2.56E-08,up,same
749,hsa00640,Propanoate metabolism,ALDH6A1,2.275734775,0.001404481,up,Aldh6a1,-0.546440587,0.241891765,none,none
750,hsa00640,Propanoate metabolism,LDHA,1.722591356,0.006156167,up,Ldha,-2.636764507,2.04E-08,down,diff
751,hsa00640,Propanoate metabolism,LDHB,4.771566813,2.73E-29,up,Ldhb,-7.13705358,1.06E-07,down,diff
752,hsa00640,Propanoate metabolism,LDHC,-4.380338479,5.84E-08,down,Ldhc,-5.047265081,8.66E-09,down,same
753,hsa00240,Pyrimidine metabolism,CAD,1.746548282,0.001038074,up,Cad,1.197331233,0.00304233,none,none
754,hsa00240,Pyrimidine metabolism,DHODH,0.302070172,0.620393968,none,Dhodh,-0.438600486,0.120484956,none,none
755,hsa00240,Pyrimidine metabolism,UMPS,3.334648268,1.06E-10,up,Umps,1.709496655,1.21E-11,up,same
756,hsa00240,Pyrimidine metabolism,CMPK1,0.856243126,0.103201873,none,Cmpk1,0.189250592,0.585208052,none,none
757,hsa00240,Pyrimidine metabolism,NME6,1.475413125,0.004419242,none,Nme6,0.841197151,0.061749368,none,none
758,hsa00240,Pyrimidine metabolism,NME7,1.00506849,0.216994462,none,Nme7,-0.180430454,0.70024672,none,none
759,hsa00240,Pyrimidine metabolism,NME2,3.464026764,0.000477298,up,Nme2,1.31264189,0.086128075,none,none
760,hsa00240,Pyrimidine metabolism,NME4,2.356499889,2.72E-06,up,Nme4,4.280871866,2.77E-18,up,same
761,hsa00240,Pyrimidine metabolism,NME1,4.34664673,1.51E-24,up,Nme1,3.793695512,2.24E-42,up,same
762,hsa00240,Pyrimidine metabolism,AK9,-3.113120832,0.000621463,down,Ak9,-1.01968576,0.155362832,none,none
763,hsa00240,Pyrimidine metabolism,ENTPD8,2.792799662,NA,NA,Entpd8,-5.617784374,0.088627026,none,none
764,hsa00240,Pyrimidine metabolism,ENTPD1,0.294258769,0.822176294,none,Entpd1,-1.427853338,0.014883631,none,none
765,hsa00240,Pyrimidine metabolism,CANT1,-0.263717139,0.722949285,none,Cant1,-1.377404844,0.000796726,none,none
766,hsa00240,Pyrimidine metabolism,ENTPD5,-0.837124067,0.284269117,none,Entpd5,-2.586599071,1.63E-10,down,none
767,hsa00240,Pyrimidine metabolism,ENTPD6,3.597859039,1.79E-11,up,Entpd6,-0.282023724,0.522631471,none,none
768,hsa00240,Pyrimidine metabolism,ENPP1,0.403379184,0.593662698,none,Enpp1,4.809568584,3.44E-13,up,none
769,hsa00240,Pyrimidine metabolism,ENPP3,-4.327950139,0.141085726,none,Enpp3,0.434782516,0.394595394,none,none
770,hsa00240,Pyrimidine metabolism,NUDT2,-0.857540587,0.148582449,none,Nudt2,2.545867019,0.001161797,up,none
771,hsa00240,Pyrimidine metabolism,CTPS1,1.239713877,0.052027042,none,Ctps,-1.295870684,8.61E-16,none,none
772,hsa00240,Pyrimidine metabolism,CTPS2,-3.479895536,NA,NA,Ctps2,1.145560839,0.004407819,none,none
773,hsa00240,Pyrimidine metabolism,UCK1,1.380304937,0.006350923,none,Uck1,4.402017872,1.09E-07,up,none
774,hsa00240,Pyrimidine metabolism,UCK2,1.985276356,4.26E-05,up,Uck2,-0.744181191,0.002130694,none,none
775,hsa00240,Pyrimidine metabolism,UCKL1,0.994367588,0.083869016,none,Uckl1,0.74924953,0.108229939,none,none
776,hsa00240,Pyrimidine metabolism,NT5C2,-0.097859773,0.916742582,none,Nt5c2,0.214990402,0.530969365,none,none
777,hsa00240,Pyrimidine metabolism,NT5C1A,-7.580623451,3.22E-05,down,Nt5c1a,-5.294213306,0.052409976,none,none
778,hsa00240,Pyrimidine metabolism,NT5C1B,-4.063912293,NA,NA,Nt5c1b,-4.962461644,0.203756829,none,none
779,hsa00240,Pyrimidine metabolism,NT5C,2.191712243,0.000925619,up,Nt5c,4.615341257,0.028959167,up,same
780,hsa00240,Pyrimidine metabolism,NT5M,-0.679007673,0.593278047,none,Nt5m,1.703060313,0.038171667,up,none
781,hsa00240,Pyrimidine metabolism,NT5E,-3.678754537,0.094543225,none,Nt5e,5.578160878,3.86E-09,up,none
782,hsa00240,Pyrimidine metabolism,UPP1,4.169294171,2.10E-24,up,Upp1,2.451284863,6.51E-11,up,same
783,hsa00240,Pyrimidine metabolism,NT5C3A,1.220656307,0.023304628,none,Nt5c3,1.511121996,0.008487589,up,none
784,hsa00240,Pyrimidine metabolism,NT5C3B,3.78045332,1.10E-14,up,Nt5c3b,1.535296415,4.43E-05,up,same
785,hsa00240,Pyrimidine metabolism,CDA,2.522034515,5.21E-05,up,Cda,-6.238809617,0.001136365,down,diff
786,hsa00240,Pyrimidine metabolism,RRM1,1.661165537,0.000124529,up,Rrm1,1.981884926,1.71E-23,up,same
787,hsa00240,Pyrimidine metabolism,RRM2B,0.057239481,0.922879849,none,Rrm2b,-5.305807246,5.29E-135,down,none
788,hsa00240,Pyrimidine metabolism,RRM2,-0.503300394,0.289548282,none,Rrm2,1.240093387,2.43E-11,none,none
789,hsa00240,Pyrimidine metabolism,DCTPP1,4.166117739,1.28E-23,up,Dctpp1,2.315501865,1.11E-05,up,same
790,hsa00240,Pyrimidine metabolism,HDDC2,2.660418046,1.94E-09,up,Hddc2,4.595235742,1.46E-08,up,same
791,hsa00240,Pyrimidine metabolism,DCK,0.397421521,0.536240576,none,Dck,0.051308082,0.899530072,none,none
792,hsa00240,Pyrimidine metabolism,DCTD,2.269910167,2.27E-05,up,Dctd,-1.534935017,8.18E-06,down,diff
793,hsa00240,Pyrimidine metabolism,DTYMK,1.31496024,0.008892321,none,Dtymk,3.398972386,9.76E-14,up,none
794,hsa00240,Pyrimidine metabolism,DUT,1.594664466,0.000150875,up,Dut,-0.125538429,0.686574234,none,none
795,hsa00240,Pyrimidine metabolism,TYMP,3.319113737,0.004744554,up,Tymp,1.06189838,0.705575195,none,none
796,hsa00240,Pyrimidine metabolism,TK2,-2.73285909,0.059727015,none,Tk2,0.450798175,0.557971772,none,none
797,hsa00240,Pyrimidine metabolism,TK1,1.777202725,4.67E-05,up,Tk1,2.556429018,1.49E-18,up,same
798,hsa00240,Pyrimidine metabolism,TYMS,2.653556305,1.33E-08,up,Tyms,2.551367372,4.99E-16,up,same
799,hsa00240,Pyrimidine metabolism,DPYS,-7.353734791,0.000624624,down,Dpys,-6.96768484,4.60E-06,down,same
800,hsa00240,Pyrimidine metabolism,UPB1,-4.639543197,0.001117699,down,Upb1,-4.794848369,0.108059211,none,none
801,hsa00770,Pantothenate and CoA biosynthesis,PANK1,2.441129099,0.000305039,up,Pank1,3.48425796,4.86E-05,up,same
802,hsa00770,Pantothenate and CoA biosynthesis,PANK3,1.978768674,8.16E-06,up,Pank3,-1.79344031,4.06E-09,down,diff
803,hsa00770,Pantothenate and CoA biosynthesis,PANK2,-0.30482556,0.580661578,none,Pank2,-2.272316945,3.50E-15,down,none
804,hsa00770,Pantothenate and CoA biosynthesis,PPCS,4.162815598,1.25E-20,up,Ppcs,0.928361774,0.169822782,none,none
805,hsa00770,Pantothenate and CoA biosynthesis,PPCDC,2.368290476,2.15E-05,up,Ppcdc,3.226364789,2.69E-12,up,same
806,hsa00770,Pantothenate and CoA biosynthesis,ENPP1,0.403379184,0.593662698,none,Enpp1,4.809568584,3.44E-13,up,none
807,hsa00770,Pantothenate and CoA biosynthesis,ENPP3,-4.327950139,0.141085726,none,Enpp3,0.434782516,0.394595394,none,none
808,hsa00770,Pantothenate and CoA biosynthesis,COASY,0.799625282,0.098817276,none,Coasy,1.396126613,0.00324249,none,none
809,hsa00770,Pantothenate and CoA biosynthesis,AASDHPPT,3.332914552,2.07E-13,up,Aasdhppt,1.977132693,7.74E-09,up,same
810,hsa00770,Pantothenate and CoA biosynthesis,BCAT2,-0.467651272,0.482445675,none,Bcat2,-0.315994064,0.590653532,none,none
811,hsa00770,Pantothenate and CoA biosynthesis,BCAT1,3.589545637,1.83E-18,up,Bcat1,2.169248422,3.27E-17,up,same
812,hsa00770,Pantothenate and CoA biosynthesis,DPYS,-7.353734791,0.000624624,down,Dpys,-6.96768484,4.60E-06,down,same
813,hsa00770,Pantothenate and CoA biosynthesis,UPB1,-4.639543197,0.001117699,down,Upb1,-4.794848369,0.108059211,none,none
814,hsa00770,Pantothenate and CoA biosynthesis,GADL1,-6.450608938,0.013686069,down,Gadl1,-4.324535706,0.26996407,none,none
815,hsa00770,Pantothenate and CoA biosynthesis,CSAD,2.81975566,0.003898223,up,Csad,0.086597365,0.909913303,none,none
816,hsa00770,Pantothenate and CoA biosynthesis,ALDH2,3.622725091,4.44E-14,up,Aldh2,0.896156031,0.038757786,none,none
817,hsa00770,Pantothenate and CoA biosynthesis,ALDH3A2,3.403652778,3.27E-08,up,Aldh3a2,1.930358055,2.79E-09,up,same
818,hsa00770,Pantothenate and CoA biosynthesis,ALDH1B1,3.463939794,3.66E-07,up,Aldh1b1,0.276528136,0.863176211,none,none
819,hsa00630,Glyoxylate and dicarboxylate metabolism,ACSS1,-5.203206651,0.071027071,none,Acss1,6.288092605,1.28E-14,up,none
820,hsa00630,Glyoxylate and dicarboxylate metabolism,ACSS2,0.019473778,0.981866931,none,Acss2,2.594141733,7.79E-05,up,none
821,hsa00630,Glyoxylate and dicarboxylate metabolism,MDH1,5.389091512,6.91E-42,up,Mdh1,2.649929994,1.30E-19,up,same
822,hsa00630,Glyoxylate and dicarboxylate metabolism,MDH2,4.208503813,3.00E-27,up,Mdh2,1.751294178,4.62E-15,up,same
823,hsa00630,Glyoxylate and dicarboxylate metabolism,CS,0.176494239,0.752491123,none,Cs,-1.409678315,4.78E-11,none,none
824,hsa00630,Glyoxylate and dicarboxylate metabolism,ACO2,1.241675444,0.008529961,none,Aco2,2.163436068,2.40E-16,up,none
825,hsa00630,Glyoxylate and dicarboxylate metabolism,ACO1,1.891953656,0.00028904,up,Aco1,3.077964475,1.76E-28,up,same
826,hsa00630,Glyoxylate and dicarboxylate metabolism,ACAT2,2.611569386,1.10E-07,up,Acat3,0.366443628,0.686551555,none,none
